label,seed,veh_share,veh_iw_mean,veh_stop_rate,veh_reaction_prob,veh_reaction_delay_s,lm_share,lm_iw_mean,lm_stop_rate,lm_relief_effect,lm_stop_after_rate,tac_share,tac_iw_mean,tac_stop_rate,tac_risk_mean,noref_share,noref_iw_mean,noref_stop_rate,noref_ep_len,noref_retrieval_per100,cross_share,cross_iw_mean,cross_stop_rate,cross_wait_s
incumbent|start,20260705,0.03369209171736079,5.155964583333333,9.722222222222223,0.16,0.5449000000000481,0.02339728591483388,2.327599,7.000000000000001,0.156595,0.28,0.5325222274216191,1.955779569420035,1.3620386643233744,0.03357047451669596,0.21876462330369678,2.4057508021390372,7.4866310160427805,11.497005988023952,2.13903743315508,0.24379971923256902,6.310271113243762,23.128598848368522,235.3640999999994
incumbent|start,20260706,0.014352941176470587,3.3768426229508197,31.147540983606557,0.36363636363636365,0.0,0.016,2.1625941176470587,1.4705882352941175,0.07146176470588235,0.058823529411764705,0.5369411764705883,1.9659265556529362,1.0955302366345312,0.03284421560035057,0.23694117647058824,2.4422618669314797,8.440913604766633,11.311764705882354,1.787487586891758,0.2195294117647059,6.033767845659164,25.937834941050376,219.07789999999954
incumbent|start,20260707,0.009724473257698542,5.760771428571429,23.809523809523807,0.42857142857142855,0.7265333333332743,0.017596665894883075,2.226357894736842,2.631578947368421,0.10698157894736841,0.10526315789473684,0.5404028710349618,1.9537873607540701,1.113967437874893,0.033658183376178236,0.21694836767770317,2.642164461045891,8.32443970117396,11.1,1.92102454642476,0.23037740217642974,6.065279698492462,27.236180904522612,240.36999999999998
incumbent|start,20260708,0.019516728624535316,5.0475916666666665,28.57142857142857,0.42857142857142855,0.3632666666666182,0.019516728624535316,2.1540345238095235,2.380952380952381,0.08152976190476191,0.09523809523809523,0.537639405204461,1.9617981417458947,1.382886776145203,0.03415263612791703,0.23094795539033458,2.702298591549296,8.953722334004025,11.051136363636363,2.414486921529175,0.22444237918215612,6.204836231884058,30.434782608695656,213.8726
incumbent|start,20260709,0.019746121297602257,5.455186904761905,21.428571428571427,0.35714285714285715,1.081979999999953,0.018805829807240243,2.2879562499999997,2.5,0.12224875000000002,0.1,0.5371415138692995,1.9587409190371992,1.312910284463895,0.035273566739606126,0.229901269393512,2.8384737218813907,9.611451942740286,10.395604395604396,2.3517382413087935,0.22496473906911144,5.6605003134796235,25.287356321839084,215.20939999999985
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|9,20260707,0.012844909609895337,3.3695203703703704,9.25925925925926,0.1111111111111111,0.6000000000001364,0.019980970504281638,2.2151238095238095,2.380952380952381,0.09238571428571428,0.09523809523809523,0.5623215984776403,1.9527219120135362,1.5228426395939088,0.03552554991539763,0.2181255946717412,2.8265944383860413,8.505997818974919,9.25925925925926,2.9443838604143946,0.20861084681255948,5.860447434435576,26.795895096921324,201.21240000000032
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|9,20260708,0.015988372093023256,4.603215151515152,16.666666666666664,0.2727272727272727,0.0632666666667016,0.027131782945736434,2.224641071428571,2.6785714285714284,0.10596071428571428,0.10714285714285714,0.5772771317829457,1.961118380193034,1.1330255979857322,0.0350867813680235,0.21656976744186046,2.7107614093959733,9.507829977628637,9.12707182320442,3.9149888143176734,0.1928294573643411,5.88223391959799,26.884422110552762,177.59879999999907
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|7,20260707,0.014044943820224719,6.522845,21.666666666666668,0.5,0.555920000000026,0.024344569288389514,2.2119576923076925,6.730769230769231,0.08672980769230769,0.2692307692307692,0.5500936329588015,1.976406595744681,2.5106382978723403,0.043403574468085106,0.2375936329588015,3.6273477832512317,10.44334975369458,10.320224719101123,7.093596059113301,0.20201310861423222,6.462801622247972,31.981460023174975,187.65150000000077
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|9,20260706,0.013765748950069996,6.823001694915254,27.11864406779661,0.4,0.7699000000000353,0.018665422305179653,2.1280025,1.25,0.07072375,0.05,0.5471301913205786,1.9637780810234544,1.7057569296375266,0.036946183368869935,0.21931871208586096,3.0519243617021274,10.53191489361702,11.106508875739644,3.9361702127659575,0.22188520765282316,6.924089589905363,28.180862250262884,210.89880000000085
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|9,20260705,0.02663551401869159,5.8034298245614035,14.035087719298245,0.21052631578947367,0.6474500000000063,0.02149532710280374,2.1779489130434784,2.1739130434782608,0.0970804347826087,0.08695652173913043,0.5383177570093458,1.9752385850694445,1.8229166666666667,0.03867131076388888,0.23598130841121495,3.013384257425743,9.900990099009901,11.028901734104046,3.9603960396039604,0.21822429906542057,6.473331905781585,29.014989293361886,204.7451999999988
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|7,20260705,0.02094972067039106,5.442094444444445,14.444444444444443,0.06666666666666667,0.6000000000001364,0.0186219739292365,2.2604225,3.75,0.08024125,0.15,0.5535381750465549,1.9659172834314549,2.144659377628259,0.039935954583683764,0.2239292364990689,3.650276819126819,11.746361746361748,10.715116279069768,5.197505197505198,0.21415270018621974,7.459952391304348,24.02173913043478,222.20270000000085
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|7,20260709,0.019580419580419582,5.197761904761905,33.33333333333333,0.42857142857142855,0.18163333333332807,0.016783216783216783,2.2528333333333332,0.0,0.13050833333333334,0.0,0.5564102564102564,1.9811198575617932,2.2622538751571013,0.04244495182237118,0.2296037296037296,3.6567970558375635,11.878172588832488,10.69767441860465,6.2944162436548226,0.20722610722610724,7.163259617547807,30.146231721034873,197.8189000000001
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|7,20260706,0.013351749539594844,5.650194827586207,41.37931034482759,0.5,0.21795999999999366,0.017495395948434623,2.2276000000000002,1.3157894736842104,0.05926052631578947,0.05263157894736842,0.5621546961325967,1.9824552416052417,1.8018018018018018,0.040433128583128586,0.22168508287292818,3.7872785046728974,14.122533748701974,10.097297297297297,5.088265835929388,0.212707182320442,7.545021861471861,26.406926406926406,229.38770000000108
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|7,20260708,0.018802228412256268,4.06973950617284,11.11111111111111,0.21428571428571427,0.4765333333333122,0.02042711234911792,2.232830681818182,4.545454545454546,0.11904886363636363,0.18181818181818182,0.5550139275766016,1.9822484734420744,2.132998745294856,0.04111271434546215,0.22678737233054783,3.695681780962129,12.18014329580348,10.236263736263735,5.220061412487206,0.21239554317548748,6.87765693989071,29.18032786885246,204.21489999999898
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|9,20260709,0.01809954751131222,4.713805263157894,11.842105263157894,0.3076923076923077,0.3199000000000751,0.02095737080257204,2.329906818181818,4.545454545454546,0.10983068181818183,0.18181818181818182,0.5601333650869255,1.9674054421768707,1.1904761904761905,0.034396811224489794,0.22076684924982137,2.8301750809061486,9.816612729234087,10.401162790697674,2.912621359223301,0.21386044296261014,6.611548997772829,26.614699331848552,193.71780000000098
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|14,20260705,0.01768867924528302,4.320278666666667,12.0,0.38461538461538464,0.4947000000000685,0.017924528301886792,2.159867105263158,1.3157894736842104,0.0622921052631579,0.05263157894736842,0.5481132075471699,1.9538533562822722,0.6884681583476765,0.03189763339070568,0.2240566037735849,2.606503052631579,8.631578947368421,10.601156069364162,1.368421052631579,0.2160377358490566,5.278631113537117,28.93013100436681,209.75890000000086
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|14,20260707,0.016654770402093743,5.3725442857142856,10.0,0.25,1.1231333333332714,0.01998572448251249,2.1425238095238095,0.0,0.06839999999999999,0.0,0.5634070901736855,1.9493130912162162,0.9712837837837838,0.03158306587837838,0.20889840590054723,2.3372768792710708,7.858769931662871,10.634730538922156,1.366742596810934,0.21698786581013563,4.996209868421053,27.960526315789476,201.88930000000002
R1|MEMORY_ACTIVE_ABSENT_STEPS_TH|14,20260708,0.017311853811012263,3.9132000000000002,27.77777777777778,0.25,0.0,0.02789132002885309,2.214646551724138,1.7241379310344827,0.09295431034482758,0.06896551724137931,0.5530175522962251,1.9487780000000001,0.8695652173913043,0.03137756521739131,0.22481365712911758,1.955731657754011,6.096256684491978,9.76923076923077,1.1764705882352942,0.2147150757393604,4.420687569988802,29.89921612541993,180.25970000000083
